latitude,longitude
12.9782174,77.5772156
12.9813317,77.6101883
13.0082153,77.6958258
12.973555,77.5511795
12.9841472,77.6032471
12.9745047,77.544727
12.9071634,77.6287868
12.9578992,77.582136
12.9352447,77.6903744
12.9588301,77.5865951
12.9450764,77.5800783
13.0111875,77.5545462
12.9886919,77.5983326
13.007005,77.52691
13.0359733,77.5891667
12.9775613,77.5801526
12.9645651,77.5763301
12.9838492,77.5778561
12.9772634,77.5764565
13.0126261,77.5532256
12.9640792,77.5768566
12.9773451,77.5706739
13.0139214,77.4919489
12.9115731,77.6262574
12.9621979,77.6491245
12.9888936,77.5750464
12.8967167,77.719976
12.9790666,77.5833722
12.9662456,77.5345376
12.9991769,77.5486121
12.9786977,77.573818
12.9804847,77.6949714
12.9759689,77.5326203
12.9755529,77.6201239
13.0353583,77.5889683
13.040887,77.6174524
12.9953239,77.6668929
12.9362475,77.5177134
13.0093,77.5267317
12.9755812,77.5615301
12.9810953,77.610132
13.1219211,77.6308466
12.91234762779893,77.63530643503618
12.9773552,77.5756586
12.9071612,77.6008942
12.985825,77.5541083
12.937316,77.5852399
12.8809283,77.6445017
12.969485,77.64764
13.0034502,77.7234729
12.8419213,77.6459473
12.977179,77.5739554
12.9788503,77.5732017
12.9501377,77.6992689
12.998328,77.5535467
12.9814689,77.6103009
13.1908293,77.6458401
12.9640325,77.5766757
13.0052068,77.6849755
13.0355627,77.5891272
13.034672,77.6234078
12.9594323,77.6457224
12.9761508,77.5831633
12.9821057,77.607127
12.9644883,77.5764564
12.870134767659724,77.65271135694555
13.0349463,77.5888401
12.9744474,77.5445856
12.9841876,77.6050835
12.9790287,77.5789106
12.9830542,77.6107778
13.0703155,77.5877367
12.99321,77.6094083
12.9831747,77.6107469
12.91892,77.542055
12.9645738,77.5764513
12.9372304,77.6018668
12.9777259,77.5741747
12.9448291,77.5273921
12.9535838,77.5430567
12.9843874,77.6026438
13.04921,77.49714333333333
12.9817193,77.6123857
12.982207,77.6124993
12.968887183330423,77.53650687780741
13.1904314,77.6805781
12.9645913,77.5763645
12.9602127,77.644432
12.9916017,77.588475
13.0220434,77.6025593
12.9708133,77.5988356
12.9759071,77.5777613
13.008055,77.5565383
12.9854527,77.5540623
12.9070208,77.5876299
13.0106196,77.554573
12.9895842,77.5734904
12.9764532,77.5773405
13.0639786,77.6506571
12.9944306,77.615617
13.1862371,77.6799241
12.995853470295954,77.69478535594989
12.9759988,77.5806713
12.9786886,77.5750813
12.8723211,77.6496718
12.9791899,77.5774519
13.0354791,77.589107
12.8506083,77.6575617
12.9772821,77.5707804
13.0353224,77.5890334
12.978835,77.5751783
12.9770025,77.5763647
12.9645056,77.5760454
12.9831883,77.6093483
12.9332673,77.6912475
13.0352726,77.5889923
12.979037,77.5728675
12.9829917,77.6106874
12.9951567,77.5713925
13.0086927,77.55515
12.9795,77.5750146
12.9246708,77.618112
12.9824559,77.5752266
12.9601263,77.5369121
12.9809436,77.6104568
12.9782289,77.5795152
12.970635,77.5760778
12.936235,77.6161597
12.9340633,77.6906663
13.0082478,77.6952822
12.9758045,77.578284
12.9807919,77.6030616
12.8966943,77.720035
13.1843967,77.6797783
12.959114465103736,77.66015638863652
12.9734318,77.5512361
12.9752845,77.5746817
12.9825663,77.5981464
12.9712733,77.5970267
12.9260321,77.6768623
12.9773475,77.5707578
12.9649647,77.5750485
12.9993459,77.5693656
13.0005091,77.5504032
12.8707554,77.6522155
12.9808793,77.5488603
12.9900342,77.5506359
12.995972270273924,77.66810673820058
12.9918864,77.5385138
13.0582735,77.5914987
12.958770751953123,77.6495945
12.9703943,77.6463238
12.9290446,77.5820827
12.9749332,77.5747617
12.9772747,77.5755891
12.9844001,77.6021848
12.9807652,77.5583999
12.9454783,77.5713534
13.0085873,77.5547871
12.9993259,77.5492701
13.0055105,77.5684859
12.9966195,77.5628486
12.9993672,77.5507216
12.9707337,77.5760875
12.9780771,77.5491476
12.993515,77.6102283
13.0711517,77.5880267
12.9812043,77.6095714
12.979865,77.6096007
12.9912017,77.5885317
12.9797162,77.6071839
12.9753261,77.5818436
12.9852492,77.5790691
13.0720167,77.588475
13.0249369,77.5852679
12.9739891,77.5456146
12.9822114,77.6065095
13.0221979,77.6396923
12.9803993,77.5797061
12.9781275,77.6095613
12.9277825,77.5809423
12.9841264,77.6034576
12.9735344,77.5743075
13.0355335,77.5890209
12.9752047,77.6182467
12.9661212,77.5777378
12.9759976,77.5772351
13.0115978,77.5513646
12.982867,77.6107391
12.9800331,77.5539649
12.9807563,77.602872
13.0018857,77.5707675
13.04622,77.5225985
12.9775614,77.5772133
12.9326789,77.6883748
13.0000122,77.6111558
12.973647,77.5446445
12.9449095,77.571073
12.9733465,77.5782102
12.9766908,77.5773596
12.9772905,77.5763807
13.0232801,77.5927648
12.9825629,77.560227
12.9514853,77.5949438
12.9134452,77.678685
12.9772316,77.5764448
13.0354604,77.5891344
12.9715866,77.5075398
12.8415774,77.6444263
12.9730546,77.577985
12.8704602,77.6558424
12.9173343,77.5732729
12.9169805,77.5965357
12.9811158,77.6101509
12.9763906,77.5796175
12.84163,77.6471
13.0717445,77.5881682
12.9861111,77.619346
12.9270696,77.5862844
13.0070829,77.5711684
12.9752468,77.5764236
12.9915606,77.5884442
12.9996827,77.6746521
12.938812,77.6967088
13.0082965,77.6959167
13.0081083,77.6958461
12.875475,77.6484128
12.9808446,77.6304443
13.008845,77.5554217
12.9363995,77.6063428
12.9685506,77.5775754
12.9760734,77.575712
13.012479,77.5538252
12.9839828,77.6034625
12.9645476,77.5763834
12.9677635,77.5925041
12.989172,77.5991581
12.979211,77.6951978
12.9639542,77.7178757
12.9846483,77.5537236
13.0030733,77.55347
12.925758,77.6193453
12.9338924,77.6907361
12.9840385,77.6034951
12.97638,77.5773752
13.014673,77.6276223
13.0716811,77.5889853
12.8923823,77.6377731
12.9774451,77.5764046
12.9140863,77.6774769
13.0122824,77.5526435
12.9756994,77.5610696
12.9340757,77.6907206
13.0081214,77.6950242
12.9834852,77.602925
12.9654206,77.5977092
13.01862439,77.55800418555737
12.9805648,77.5749546
12.9735499,77.5792916
13.0350655,77.5889906
12.8765667,77.595345
12.9704124,77.6462481
12.9685291,77.5812471
12.9493024,77.6996947
12.981607,77.6079979
13.0354145,77.5891103
12.9340758,77.6906484
12.9773725,77.5738286
13.0291805,77.5405951
12.9759331,77.5782604
12.9775543,77.5767057
12.9398237,77.6954503
12.9990784,77.5484427
12.9825867,77.6060583
12.9897116,77.6017037
13.0082683,77.548585
12.9441374,77.571079
12.9883526,77.5987767
12.9302866,77.6857231
12.9478444,77.5798788
12.9608767,77.5277867
12.9993587,77.5487406
12.9421545,77.5718855
12.9827552,77.6067918
13.0473633,77.57633
12.9716887,77.5978497
12.9568207,77.5750575
12.8707602,77.6543137
13.0080246,77.695415
13.0509633,77.59358
12.9234521,77.6515071
12.8415746,77.6443672
12.9692705,77.641432
13.0081051,77.695027
12.997474,77.5486928
12.9537172,77.543436
12.9611747,77.5777555
12.9626098,77.5906553
12.9967604,77.569876
12.9715394,77.6581678
12.9634308,77.5765026
13.0719742,77.5726529
12.9832337,77.6028755
12.999774932727906,77.67627781254238
12.98104,77.6102189
13.0369994,77.5745991
13.0104406,77.6974875
12.9449267,77.594925
12.97741,77.5764117
12.9963031,77.5631891
12.9811102,77.5984097
13.0173354,77.5316795
12.99836,77.5818143
12.9583337,77.6688313
12.9769269,77.5778385
12.9962124,77.5631689
12.9771544,77.5765009
12.9790657,77.5793156
12.9787142,77.575073
12.9876174,77.7345844
12.9712639,77.6181317
13.1865521,77.6801761
12.9648683,77.5760537
12.9375772,77.5852927
12.9732453,77.6221862
12.9648847,77.5389539
13.0083354,77.6958821
12.9930835,77.5527743
13.0635273,77.5868834
12.9736495,77.5792053
12.9649648,77.5799857
12.9879091,77.6638242
12.9752872,77.5788893
12.9722918,77.626213
12.9381422,77.6986606
12.9975051,77.5497801
12.9327816,77.6314352
13.0328736,77.6271457
12.8405074,77.6764933
12.9678193,77.574555
12.9789729,77.5707853
12.9978116,77.551418
12.9985065,77.5498551
12.9728695,77.6208559
12.9295753,77.580687
12.9982374,77.5432085
12.9685978,77.5790783
13.0971254,77.5996017
12.967305,77.5783005
13.0123325,77.5525603
13.0076899,77.695893
13.0073857,77.6927959
12.9891446,77.5990528
12.9820651,77.6064603
12.9891387,77.5990738
12.9584051,77.5864726
12.9810362,77.6103463
12.8967081,77.7200179
12.9524104,77.7175813
12.9845935,77.5475257
12.9334334,77.6909145
12.9949152,77.5714318
13.0637359,77.5880834
12.8690229,77.6534954
12.9773335,77.5764292
12.9790733,77.5787625
12.9759139,77.5772917
12.9644596,77.5764903
12.9748633,77.5771234
12.9843831,77.5572892
13.000428562974214,77.67664859413895
13.0475166,77.575542
12.9525021,77.5412272
12.9498355,77.5987563
12.9275169,77.6805788
12.9809491,77.6105502
13.0345402,77.7337412
13.0081342,77.6948657
12.9782346,77.6285106
12.9527217,77.7176027
13.0114225,77.5512912
12.887431552575787,77.65022150222777
12.9381389,77.6986124
13.0119357,77.5520051
12.9607027,77.5124143
12.9640308,77.5771488
12.9340645,77.6906926
12.9679217,77.57871
12.9774411,77.5772718
12.9813103,77.6102235
12.9986965,77.5422384
13.0353315,77.5889037
13.0071666,77.5710971
13.0153319,77.5549809
13.007926,77.5573519
13.0981635,77.5983173
12.99513,77.589735
12.9737754,77.5514952
13.0033117,77.7235042
12.9606717,77.5293396
12.9767892,77.5775239
12.935247,77.6903233
13.0147959,77.5309491
12.9290872,77.5819834
12.9844129,77.6025366
12.9688968,77.5701882
12.9728855,77.5790085
13.0111067,77.5545052
12.9837885,77.6034161
12.9710311,77.5763522
13.0006784,77.6769538
12.9772883,77.59144
13.0123465,77.5543535
12.9816283,77.6102775
13.0083676,77.5485347
12.9413228,77.5247921
12.9626495,77.5984596
12.9701276,77.5758017
12.8744178,77.618489
12.926278,77.5858947
12.9808538,77.6029895
12.971945,77.6581241
12.9754749,77.6027057
12.9974693,77.5472975
12.9647678,77.6045286
12.9685665,77.5373561
12.9682795,77.5920327
12.977433,77.5791807
12.97784,77.5754907
13.0064872,77.5789296
12.9754945,77.5790905
12.9642875,77.5406206
12.9732187,77.5774806
12.9343415,77.6125264
12.9361989,77.6921818
12.9916217,77.5714067
13.1909577,77.6459145
12.975853,77.5793342
12.943810790721098,77.57627842473975
12.9523181,77.540994
12.9731407,77.5774751
13.1841609,77.6795873
12.9678217,77.5746346
12.9991039,77.5495821
12.9359457,77.6929618
12.9843372,77.6033083
12.9839411,77.6034484
13.0108455,77.5500433
12.9825865,77.6096626
12.912104,77.6457666
12.9965663,77.6692414
12.9640796,77.5767853
12.933377,77.6908614
13.0004152,77.6777264
12.981075,77.59842
12.964379,77.5766154
12.9794004,77.6067649
12.9650946,77.5840749
12.902519132096485,77.63276734183543
13.0077649,77.5710925
12.9689238,77.5770709
12.9981534,77.5487446
12.9992632,77.5713943
13.0349978,77.5890521
13.0110764,77.5518004
12.981437,77.6102734
12.9991978,77.5488496
12.9225328,77.6685245
12.9810328,77.6103029
12.9686369,77.6499694
12.8909417,77.6384833
13.0351892,77.5890154
12.9366137,77.5843857
12.9331203,77.6911916
12.957011676337435,77.69913615
12.9589081,77.5573977
12.9703997,77.6450325
12.9453255,77.571225
12.9735272,77.5793199
13.1839829,77.6797571
12.9314082,77.5838918
12.8763371,77.5967706
12.9744883,77.5458783
12.9334886,77.6910128
12.9645216,77.5739144
12.996454687752744,77.66925233303817
12.9736474,77.5791755
12.9415138,77.6213219
12.9739883,77.5447436
12.9992055,77.5507018
12.9809898,77.6076886
12.9180229,77.6715056
12.9336041,77.6893543
12.9781289,77.5794665
12.9613769,77.635022
13.0062488,77.5264831
13.0457516,77.5071069
12.9839018,77.5601469
12.9771267,77.5765167
13.0354388,77.5890884
13.0352781,77.5889945
12.9337088,77.6909019
12.9535535,77.5425343
12.9646578,77.576175
13.0710976,77.5879221
12.9952053,77.6662351
12.9256659,77.5860044
12.9806233,77.5940933
12.9778257,77.5754059
12.9756729,77.5761725
13.0353527,77.5890189
12.9708147,77.6473382
13.0106009,77.6976578
13.0088709,77.5485692
13.1873915,77.680403
12.9994571,77.5495821
12.8940811,77.5682072
12.9258964,77.6766221
13.07145,77.5882967
12.9993981,77.5693919
12.9753233,77.5757702
13.0009522,77.5712782
13.0545731,77.763257
12.9798549,77.5769871
12.9813562,77.6102934
12.9640006,77.5789985
12.9274456,77.680244
12.9816313,77.6080474
12.9644057,77.5789924
12.9986676,77.5554883
12.8871511,77.6408238
12.9641622,77.5841378
12.977026,77.5761149
12.92714,77.6795467
12.9785381,77.6536729
12.9537074,77.5430396
12.9358417,77.6081067
12.9354917,77.60768
12.9717165,77.6581031
12.9541933,77.6120757
12.9754686,77.5763138
12.9792198,77.5772191
12.9784843,77.579286
12.9790311,77.5785969
12.9772554,77.5757085
12.9728994,77.5789834
12.9333122,77.6913591
12.884925,77.6426717
12.9687693,77.5367874
12.9810494,77.6571074
12.9641682,77.5562991
12.9695858,77.5755542
12.8419,77.6458933
12.9920175,77.5525804
12.9742811,77.5818304
12.9705117,77.6460517
12.9788465,77.5784016
12.9744086,77.5456976
13.0712083,77.5877533
12.9852826,77.4806403
12.8418557,77.645977
12.9698505,77.5756222
13.0493923,77.5935293
13.0113367,77.5545048
12.9648993,77.5840467
12.93143,77.6329315
13.001045,77.54976
12.9768002,77.5886923
12.9753594,77.5764384
12.9276494,77.679601
12.9894097,77.5377787
12.9941333,77.589155
12.9725839,77.6268502
13.0471384,77.5757522
12.9360921,77.6921378
12.9721152,77.5376055
12.9830785,77.610745
12.9778231,77.5739275
12.9865088,77.7348571
12.9030825,77.7045639
12.9289899,77.5807301
12.9715952,77.579673
13.0035333,77.723476
12.9676472,77.5360579
12.973958,77.5447249
12.9982451,77.5509912
12.9772698,77.5756469
13.1837171,77.6796275
12.9915233,77.5884867
12.8760079,77.5967665
12.9735492,77.5793493
12.9338319,77.6908165
12.9770056,77.5769122
12.9433086,77.6977644
12.9774813,77.5889067
12.9918097,77.5885246
13.0281647,77.5734293
12.9284273,77.5459238
12.9716741,77.7120608
12.9796279,77.6071426
12.9640722,77.5768578
12.9295809,77.5806519
12.9899165,77.553576
12.9778515,77.5795014
12.9802491,77.6138356
12.9899259,77.502743
12.9992563,77.5497751
12.9644025,77.5782178
12.9638643,77.5790187
12.9754761,77.5761767
12.9620988,77.5989092
12.9607338,77.5717349
12.9771776,77.5755519
12.9810886,77.6101654
12.9999183,77.5411624
13.0111488,77.5545431
12.9732546,77.5774384
12.9568601,77.701214
12.9908411,77.5525605
13.003202,77.6121672
12.9398083,77.6954973
13.0302247,77.53794
12.9548195,77.717369
12.9979889,77.6706498
12.9758903,77.5772671
12.9812784,77.5985477
12.979191,77.5779761
13.0088516,77.5710677
12.9824881,77.607159
12.9698998,77.6415525
13.0071917,77.5708682
13.0079969,77.6954498
12.9410917,77.5851117
12.9649853,77.583937
12.9588548,77.5575624
12.8977912,77.6063715
13.0598306,77.5770042
13.0396499,77.518588
12.9331776,77.6911115
13.0123361,77.554306
12.9375834,77.6190758
12.9762964,77.5774615
12.9760319,77.5747231
12.912895,77.6255846
12.9650037,77.5385214
12.9590513,77.5777754
12.9549107,77.5753171
13.0394602,77.6236834
12.9704905,77.7125978
12.9642555,77.577127
12.9904204,77.5717063
12.9449716,77.57036
12.972728,77.5790014
12.9501105,77.6997505
12.9821192,77.6069463
13.0506016,77.5927808
12.976696,77.5773418
12.9832211,77.6133081
12.9898736,77.5540637
12.9632533,77.7172733
12.9115257,77.6000848
12.9791614,77.5780297
12.9741165,77.5449428
12.973598,77.5512318
12.9974128,77.5464415
12.9398157,77.6955503
12.9336593,77.6908963
12.9761638,77.576537
13.0714555,77.5882308
12.9762955,77.574759
13.0971626,77.5995913
12.964474,77.5771012
13.0712506,77.5880856
13.07113,77.5880558
12.9796857,77.5913919
12.9744123,77.54527
12.9800444,77.6026327
12.9654033,77.5775317
12.9841026,77.6033445
13.0473283,77.57592
12.9783425,77.6399921
12.938258,77.6983498
13.0012,77.550415
12.9733949,77.5510053
12.9765685,77.5757619
12.9522545,77.5407285
12.9731878,77.5790661
13.0367379,77.6248136
12.9635256,77.5845401
13.0245017,77.5929833
13.0061091,77.5711737
12.9357901,77.615072
13.027983,77.5735025
12.9603671,77.6431829
13.184137,77.679718
13.1856956,77.679769
12.94494,77.59498
12.9572061,77.5186666
13.031635,77.6228483
12.9774356,77.5800655
13.0105055,77.6975291
12.979964,77.6137925
12.9771194,77.5764182
12.9993932,77.5713792
13.0275927,77.5860209
12.9757635,77.5780535
12.9126142,77.6352482
12.9773466,77.5883655
12.9700884,77.64066
12.9755462,77.5585259
12.9430765,77.5711357
12.9960261,77.6678244
12.9644806,77.5778321
12.9128885,77.6446061
12.9839584,77.6035298
13.0058174,77.7568826
12.964313,77.5794724
13.0063842,77.5487141
13.0111861,77.550466
12.9772233,77.5756283
13.0385233,77.5662449
12.9963421,77.6684583
12.9789956,77.5788853
13.0017847,77.5959055
13.0056554,77.5687565
12.8405883,77.6633052
13.0705396,77.5876855
12.8402764,77.6769917
12.9810435,77.6110803
12.8948957,77.5991545
12.9776097,77.5794862
12.9743882,77.5458048
12.982498,77.6107037
13.00189,77.5707259
12.9328419,77.6915344
12.980998,77.610549
12.9999704,77.6766077
12.9279742,77.5807095
12.9063133,77.63761
13.0000252,77.6111959
12.9889562,77.5922993
12.9661193,77.5348354
12.9074583,77.600232
12.9949158,77.5714316
13.0006741,77.7575977
12.9813999,77.6087282
12.9770891,77.5764997
12.9843452,77.5539224
12.9841138,77.6051891
12.9822311,77.6103267
12.8765649,77.5954764
12.9766847,77.5786745
12.997619,77.5499249
12.9604477,77.513008
12.9824007,77.607756
12.9864162,77.579606
13.045266,77.506971
13.0716267,77.58825
13.0704428,77.5877034
12.9719927,77.5808547
12.9745619,77.5451982
12.9824007,77.607756
13.0489825,77.5479286
12.9536534,77.5429662
12.9811255,77.6285056
12.9646614,77.5764834
12.9699182,77.6374318
12.981418,77.6062627
12.9872057,77.5498659
12.9302457,77.6852172
12.9777589,77.5909852
12.9728928,77.6267608
12.9635473,77.717815
12.9769197,77.5784158
12.9766307,77.5486672
12.9816308,77.6080581
12.9800025,77.5749285
13.0503866,77.5255817
12.95667,77.5197017
12.8429249,77.6744558
13.1897939,77.6450963
12.9357839,77.6151259
12.9308767,77.6059883
12.9392367,77.58399
13.0082452,77.6940988
12.991505,77.5885067
12.9169637,77.5859073
12.9962494,77.6685383
12.9067812,77.6283547
12.97444,77.5777413
12.9776067,77.57701
13.0076784,77.6894734
12.9398765,77.619709
12.9388921,77.696665
13.0471599,77.5008139
12.9675632,77.7152087
12.9285472,77.5806596
12.9515654,77.5907341
12.9711054,77.597076
12.8771586,77.6471417
12.9955013,77.6671575
12.9578319,77.7009887
13.0111185,77.5545901
12.9633031,77.5773657
12.979105,77.5786017
12.9633363,77.5804722
12.9338998,77.690736
12.9809967,77.6075533
12.9758807,77.5782026
12.9641703,77.5840081
12.9821975,77.6103558
12.8917988,77.6669218
12.935265,77.6907483
12.9588112,77.6454963
12.9703844,77.5759657
12.9331855,77.6913123
12.9976115,77.6927841
13.1843533,77.691572
12.9645749,77.577589
12.9606654,77.5289567
13.0462318,77.7505063
12.9207393,77.6654472
13.0064441,77.5485038
12.9334218,77.6911946
12.9772775,77.5756381
12.9772852,77.575654
12.9769826,77.5800381
12.9602133,77.57795
12.9633719,77.5765539
12.9397077,77.6955259
12.9579484,77.700993
12.9294786,77.5806912
13.0083307,77.5544785
12.9585657,77.7010437
12.9769985,77.5764699
12.9798205,77.5769899
12.9225835,77.5807692
12.9868794,77.5559659
12.9761866,77.5806205
12.9938513,77.6615603
12.9360493,77.692062
13.0117492,77.5543513
12.9069581,77.6287494
12.9612561,77.5869547
13.0254202,77.5809811
12.975795,77.563105
12.9734549,77.5798672
13.0120063,77.5526459
12.9133078,77.625466
12.9332384,77.6910675
12.9380133,77.698866
12.9397055,77.6956069
12.9807009,77.6075295
12.997496,77.5486398
12.9397304,77.6955289
12.9753441,77.5822142
12.9729211,77.5789905
12.958195,77.5863961
12.9821447,77.5756844
13.1857897,77.6799053
12.9920616,77.5526366
12.9760732,77.5782747
12.9717418,77.6580535
12.9962657,77.5630464
12.9550768,77.5855429
12.9743657,77.5458771
13.0016581,77.5712798
12.9069025,77.5458781
12.9739883,77.5447436
12.9642855,77.5805177
12.9679933,77.5786317
12.9679936,77.5864712
12.9643564,77.5761295
13.0102948,77.6974102
12.9686202,77.5863143
12.9860867,77.5563033
12.9792707,77.5873666
12.8573862,77.5904178
12.9975549,77.5496368
12.9992117,77.5488905
12.9777321,77.5794652
12.9862987,77.5745077
12.9257849,77.6193523
12.9810765,77.5984191
12.9728469,77.5788775
12.9680881,77.5887994
13.0713666,77.5882033
12.9351539,77.6118344
12.9990696,77.5714067
12.9800915,77.5749026
12.9731806,77.5784926
12.959218,77.5765255
12.9823967,77.5750684
13.0504555,77.5254953
13.0701736,77.5867494
13.1835475,77.6794923
13.0191622,77.557121
12.9587055,77.7010283
12.8734261,77.6540624
12.9643628,77.5770586
12.9607022,77.5290069
13.00448,77.5492167
12.9792436,77.6095639
12.9611024,77.5117461
12.9913216,77.5885425
12.9757227,77.5622767
12.969875,77.606546
12.99608278685142,77.66826969096684
12.926677506176931,77.67783220857382
12.9749133,77.6079366
13.027885,77.5421267
13.0081532,77.554964
12.9734703,77.6137942
12.9872785,77.5373709
13.0081284,77.6952785
12.9790682,77.5785842
12.975669,77.5613572
12.9757152,77.5451609
12.9732851,77.5789965
12.938120839144148,77.69869073
12.9626822,77.5984435
12.9717683,77.6576233
13.0022517,77.613325
12.939695,77.6955303
12.9124765,77.6333551
13.0279811,77.5737027
12.9995719,77.4885192
12.9816279,77.6103645
12.9568482,77.5750414
12.9263107,77.608941
12.9736495,77.5792053
12.9723551,77.6196774
12.9589557,77.7012552
12.9789879,77.580867
12.9899608,77.553165
12.9840944,77.6034267
12.996208,77.6938303
12.9811847,77.6016834
12.9936662,77.6626939
12.9328226,77.6911336
12.9336734,77.691132
12.9737789,77.5504695
12.982687,77.6069131
12.9701887,77.4965462
12.932807,77.5835567
12.8980946,77.6754094
12.9811717,77.6095407
13.0353231,77.589023
12.9861616,77.604864
12.9957,77.6135402
12.9230202,77.6189728
13.0072151,77.52689
12.9799863,77.574961
13.0080548,77.6958419
12.9701599,77.5758333
13.0204625,77.6565714
12.975752,77.5606246
13.1843824,77.6796423
12.978349,77.5751755
12.980735,77.5583811
13.0012832,77.5994494
12.9643277,77.5407717
12.9810688,77.6112204
12.9362298,77.6172013
12.999845,77.5496864
12.9685735,77.536843
13.0354646,77.5888154
13.1867223,77.6806772
12.9851527,77.7082316
12.9640999,77.5768146
12.9991847,77.5507263
13.0114044,77.5507918
13.0159778,77.761783
13.0079683,77.5567369
12.9726216,77.620368
12.9717263,77.6581058
12.9775535,77.5802409
12.9791045,77.5751164
12.9811533,77.5983007
12.9636417,77.5772097
12.9839378,77.6036917
12.996396,77.5633078
13.0080716,77.6948768
12.9611538,77.58645
12.9354362,77.6913015
13.0099246,77.5061607
12.9699629,77.5757079
13.0113068,77.551089
13.0118176,77.5546116
12.978546,77.58102
12.9955078,77.6668771
13.0043874,77.5532815
13.19101,77.6459672
12.9221179,77.580763
12.9679456,77.5864947
12.9795146,77.6065954
13.0003868,77.6777399
12.9933845,77.5712035
12.9913824,77.5575808
12.9621739,77.6491366
13.0289817,77.570755
12.9667453,77.573962
12.9996479,77.5713206
13.0081409,77.6946774
12.9642723,77.5759591
12.9989586,77.5497715
13.006413,77.571177
12.989277,77.5992544
12.8707594,77.6541784
12.9576363,77.7009762
12.9638435,77.5773398
12.9634718,77.5764803
12.9805861,77.5752069
13.0702871,77.5297883
12.8845647,77.6423367
13.0275022,77.5428193
13.000335378233643,77.67641807535433
12.9743624,77.5446867
13.0323872,77.5638753
12.9793836,77.6950969
12.9735952,77.5793776
13.0210999,77.5521493
12.9211839,77.6656539
12.9398027,77.6956168
12.9997164,77.5497044
12.9773241,77.5764634
13.1888173,77.6803364
13.1870378,77.6802231
12.9771498,77.577256
13.0004123,77.6774769
12.9946632,77.5527781
12.9697251,77.606891
12.9360891,77.6157637
13.008074,77.5544492
12.9841397,77.6033293
12.9869254,77.6084988
13.0124459,77.5523767
13.0032483,77.5500967
12.9349578,77.536483
12.9270718,77.5862875
12.9719026,77.7120502
13.0127176,77.5535231
12.9765564,77.57738
13.0354361,77.5890511
12.973479,77.5511996
12.9338915,77.6907352
12.976891,77.5781147
12.9797162,77.6071839
12.9991039,77.5495821
13.0085505,77.5546412
12.9177244,77.5835994
12.9636081,77.576585
13.0286523,77.5711334
12.9813672,77.6086324
12.9648124,77.7169312
12.9716564,77.6580862
12.9242517,77.609365
13.0422769,77.6134633
13.0061521,77.5711798
12.9711539,77.597086
12.980792,77.5984464
12.9739542,77.5447864
12.9946058,77.5896813
12.977628,77.5771971
12.9574941,77.5811394
12.9811413,77.610119
13.024301,77.5850708
12.980094,77.5556105
12.9757344,77.56049
12.9948664,77.5714468
12.8401883,77.67704
13.0123361,77.554306
13.0111748,77.554607
12.9715816,77.5977001
13.0281908,77.572631
13.0110959,77.550373
12.9790901,77.578786
12.9336328,77.6910614
12.896539,77.7203761
13.0120246,77.5543086
12.9622897,77.5982404
13.0096971,77.5493754
12.9774447,77.5756293
12.998674,77.5485791
12.9902287,77.5886517
12.9646518,77.5747061
12.9773262,77.5457038
